id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
8153,Dietary Composition,,"Reptilia: trace, aves: 4, mammalia: 96",Black (70%) and turkey (30%) vultures,% frequency,,Both Adults and Juveniles,65,"30.74025, -89.49029",Exposure Factor Datasets,,,,USA,,,Birds,"Reptilia: trace, aves: 4, mammalia: 96",Black (70%) and turkey (30%) vultures,% frequency,4,"Reptilia: trace, aves: 4, mammalia: 96",,% frequency,Other,quantitative,false,true,false,true,true,exposure
8159,Body Weight - Mean,,,,kg,,Both Adults and Juveniles,5,"30.74025, -89.49029",Exposure Factor Datasets,,,,USA,,,Birds,,,kg,,,,kg,,unknown,false,false,false,false,true,exposure
8162,Body Fat (total or %),,,,%,,Both Adults and Juveniles,5,"30.74025, -89.49029",Exposure Factor Datasets,,,,USA,,,Birds,,,%,,,,percent,,unknown,false,false,false,false,true,exposure
8173,Time of Migration or Dispersal,,See citation Table 1,Arrival at first roost (Canada to Venezuela),Date,B,Adult,4,"52.6282, -109.50471",Exposure Factor Datasets,,,,,,,Birds,See citation Table 1,Arrival at first roost (Canada to Venezuela),Date,1,See citation Table 1,,Date,Other,mixed,false,false,false,true,true,exposure
8176,Time of Migration or Dispersal,,See citation Table 1,Departure from final roost (Venzuela to Canada),Date,B,Adult,4,"52.6282, -109.50471",Exposure Factor Datasets,,,,,,,Birds,See citation Table 1,Departure from final roost (Venzuela to Canada),Date,1,See citation Table 1,,Date,Other,mixed,false,false,false,true,true,exposure
8175,Foraging Distance,,6.2,Mean flight distance,km,NR,Not Reported,28,"28.37522, -80.6056",Exposure Factor Datasets,,,,USA,0.46,,Birds,6.2,Mean flight distance,km,6.2,,,km,Other,quantitative,false,true,false,true,true,exposure
8167,Body Weight - Mean,,2.22,,kg,F,Adult,15,"36.16784, -86.77816",Exposure Factor Datasets,,,Overwintering,USA,0.14,,Birds,2.22,,kg,2.22,,,kg,,quantitative,false,true,false,true,true,exposure
8170,,,2.06,,kg,M,Adult,8,"36.16784, -86.77816",Exposure Factor Datasets,,,Overwintering,USA,0.16,,Birds,2.06,,kg,2.06,,,kg,,quantitative,false,true,false,true,true,exposure
8164,Home Range,,See citation Figure 3,Estimates from Brownian bridge movement models (BBMM) and kernel density estimates
(KDE) for 50% and 95% utilization distributions,Square km,NR,Both Adults and Juveniles,7,"29.63114, -81.95703",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 3,Estimates from Brownian bridge movement models (BBMM) and kernel density estimates
(KDE) for 50% and 95% utilization distributions,Square km,3,See citation Figure 3,,Square km,Other,mixed,false,false,false,true,true,exposure
8157,Population Density,,10,Breeding pairs on island,Pairs,B,Adult,10,"44.93326, -123.04382",Exposure Factor Datasets,,,Breeding,USA,,,Birds,10,Breeding pairs on island,Pairs,10,,,Pairs,Other,quantitative,false,true,false,true,true,exposure
8150,Home Range,,4159,50% kernel,ha,NR,Both Adults and Juveniles,4,"32.08074, -81.08733",Exposure Factor Datasets,,,,USA,1396,,Birds,4159,50% kernel,ha,4159,,,ha,Other,quantitative,false,true,false,true,true,exposure
8152,Home Range,,34053,95% kernel,ha,NR,Both Adults and Juveniles,4,"32.08074, -81.08733",Exposure Factor Datasets,,,,USA,8567,,Birds,34053,95% kernel,ha,34053,,,ha,Other,quantitative,false,true,false,true,true,exposure
8155,Home Range,,71549,95% JT,ha,NR,Both Adults and Juveniles,4,"32.08074, -81.08733",Exposure Factor Datasets,,,,USA,7861,,Birds,71549,95% JT,ha,71549,,,ha,Other,quantitative,false,true,false,true,true,exposure
8158,Body Weight - Mean,,2,,kg,NR,Both Adults and Juveniles,4,"32.08074, -81.08733",Exposure Factor Datasets,,,,USA,,,Birds,2,,kg,2,,,kg,,quantitative,false,true,false,true,true,exposure
8183,Dietary Composition,,See citation Table 1,Percent biomass,%,,Nestling,113,"25.85694, -81.38485",Exposure Factor Datasets,,,,USA,,,Birds,See citation Table 1,Percent biomass,%,1,See citation Table 1,,percent,Other,mixed,false,false,false,true,true,exposure
8182,Population Density,,1008,Annual abundance,,,Both Adults and Juveniles,See citation,"29.09636, -95.10793",Exposure Factor Datasets,,,,USA,581,,Birds,1008,Annual abundance,,1008,,,,Other,quantitative,false,true,false,true,false,exposure
8192,Dietary Composition,,See citation Figure 2,,% of total,NR,Not Reported,75,"37.60801, -97.31869",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 2,,% of total,2,See citation Figure 2,,% of total,,mixed,false,false,false,true,true,exposure
8186,Population Density,,"1989: 90, 1998: 87, 1999: 94",Active nests before/after oil spill in 1990,No. of active nests,B,Adult,See citation,Isle of Meadows in Arthur Kill,Exposure Factor Datasets,,,Breeding,USA,,,Birds,"1989: 90, 1998: 87, 1999: 94",Active nests before/after oil spill in 1990,No. of active nests,1989,"1989: 90, 1998: 87, 1999: 94",,No. of active nests,Other,quantitative,false,true,false,true,true,exposure
8194,Time of Migration or Dispersal,,53,,d,B,Chick,20,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,3.7,,Birds,53,,d,53,,,days,,quantitative,false,true,false,true,true,exposure
8180,Population Density,,304 [258.2-358.8 (95%CI)],Nest abundance,,,,Not reported,"37.77712, -122.41966",Exposure Factor Datasets,,,Breeding,USA,,,Birds,304 [258.2-358.8 (95%CI)],Nest abundance,,304,304 [258.2-358.8 (95%CI)],,,Other,quantitative,false,true,false,true,false,exposure
8178,Dietary Composition,,See citation,Prey size,,NR,Both Adults and Juveniles,Not reported,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,,,Birds,See citation,Prey size,,,See citation,,,Other,qualitative,false,false,true,false,false,exposure
8185,Clutch or Litter Size,,3,,Eggs/nest,,Embryo,60,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,0.56,,Birds,3,,Eggs/nest,3,,,Eggs/nest,,quantitative,false,true,false,true,true,exposure
8188,Clutch or Litter Size,,3.1,,Eggs/nest,,Embryo,49,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,0.52,,Birds,3.1,,Eggs/nest,3.1,,,Eggs/nest,,quantitative,false,true,false,true,true,exposure
8191,Clutch or Litter Size,,2.7,,Eggs/nest,,Embryo,11,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,0.65,,Birds,2.7,,Eggs/nest,2.7,,,Eggs/nest,,quantitative,false,true,false,true,true,exposure
8195,Hatching Success,,"Clutch size 2: 94.3, 3: 94.3, 4: 90.9",Percent laid that hatched,%,,Embryo,"Clutch size 2: 3, 3: 41: 4: 11 nests","39.12958, -84.49869",Exposure Factor Datasets,,,,USA,,,Birds,"Clutch size 2: 94.3, 3: 94.3, 4: 90.9",Percent laid that hatched,%,2,"Clutch size 2: 94.3, 3: 94.3, 4: 90.9",,percent,Other,quantitative,false,true,false,true,true,exposure
8181,Hatching Success,,"Delaware Bay: 79.3, New York Harbor: 85.0, Cape Cod: 84.6, Boston Harbor: 88.1",Percent of successful nests,Percent successful nests,B,Embryo,"Delaware Bay: 144, New York Harbor: 290, Cape Cod: 123, Boston Harbor: 54","28.71784, 77.25211",Exposure Factor Datasets,,,,USA,"Delaware Bay: 22.9, New York Harbor: 20.9, Cape Cod: 20.0, Boston Harbor: 17.9",,Birds,"Delaware Bay: 79.3, New York Harbor: 85.0, Cape Cod: 84.6, Boston Harbor: 88.1",Percent of successful nests,Percent successful nests,79.3,"Delaware Bay: 79.3, New York Harbor: 85.0, Cape Cod: 84.6, Boston Harbor: 88.1",,Percent successful nests,Other,quantitative,false,true,false,true,true,exposure
8184,Population Density,,See citation Figure 2,Number of nests,No. nests,,Embryo,See citation,"39.58127, -75.57872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 2,Number of nests,No. nests,2,See citation Figure 2,,No. nests,Other,mixed,false,false,false,true,true,exposure
8187,Time of Hatching or Parturition,,See citation Figure 3,Julian date of hatching,Julian date,,Embryo,See citation,"39.58127, -75.57872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 3,Julian date of hatching,Julian date,3,See citation Figure 3,,Julian date,Other,mixed,false,false,false,true,true,exposure
8190,Survival/ Mortality,,See citation Figure 4,,,,Embryo,See citation,"39.58127, -75.57872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 4,,,4,See citation Figure 4,,,,mixed,false,false,false,true,false,exposure
8193,Hatching Success,,See citation Figure 5,Percent hatching success,%,,Embryo,See citation,"39.58127, -75.57872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 5,Percent hatching success,%,5,See citation Figure 5,,percent,Other,mixed,false,false,false,true,true,exposure
8179,Population Density,,See citation Figure 4,Birds/2.4 ha,Birds/2.4 ha,B,Both Adults and Juveniles,See citation,"26.57953, -80.16281",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 4,Birds/2.4 ha,Birds/2.4 ha,4,See citation Figure 4,,Birds/2.4 ha,Other,mixed,false,false,false,true,true,exposure
8189,Dietary Composition,,See citation Figure 2,,% of total,NR,Not Reported,75,"44.93326, -123.04382",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 2,,% of total,2,See citation Figure 2,,% of total,,mixed,false,false,false,true,true,exposure
8196,Time of Hatching or Parturition,,"April 13-23: 45, April 24-May 1: 16, May 2-21: 10",,,,Embryo,71 nests,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,,,Birds,"April 13-23: 45, April 24-May 1: 16, May 2-21: 10",,,13,"April 13-23: 45, April 24-May 1: 16, May 2-21: 10",,,,quantitative,false,true,false,true,false,exposure
8199,Hatching Success,,"1989: 95.3, 1990: 92.7",,% hatched of total laid,,Embryo,"1989: 80, 1990: 96 nests","37.5296495, -122.2167401",Exposure Factor Datasets,,,,USA,,,Birds,"1989: 95.3, 1990: 92.7",,% hatched of total laid,1989,"1989: 95.3, 1990: 92.7",,% hatched of total laid,,quantitative,false,true,false,true,true,exposure
8206,Survival/ Mortality,,"1989: 0.553, 1990: 0.335",Fledgling success,% hatched of total laid,,Fledgling,"1989: 80, 1990: 96 nests","37.5296495, -122.2167401",Exposure Factor Datasets,,,,USA,,,Birds,"1989: 0.553, 1990: 0.335",Fledgling success,% hatched of total laid,1989,"1989: 0.553, 1990: 0.335",,% hatched of total laid,Other,quantitative,false,true,false,true,true,exposure
8197,Population Density,,See citation Table 1,Breeding pairs on islands in Boston Harbor,No. pairs,B,Adult,"2002: 66, 2003: 58","42.31967, -70.96602",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Table 1,Breeding pairs on islands in Boston Harbor,No. pairs,1,See citation Table 1,,No. pairs,Other,mixed,false,false,false,true,true,exposure
8203,Hatching Success,,"1989: 92.0, 1990: 93.0",,% hatched of total laid,,Embryo,"1989: 110, 1990: 116 nests","37.9659778, -122.4728695",Exposure Factor Datasets,,,,USA,,,Birds,"1989: 92.0, 1990: 93.0",,% hatched of total laid,1989,"1989: 92.0, 1990: 93.0",,% hatched of total laid,,quantitative,false,true,false,true,true,exposure
8209,Survival/ Mortality,,"1989: 0.626, 1990: 0.587",Fledgling success,% hatched of total laid,,Fledgling,"1989: 110, 1990: 116 nests","37.9659778, -122.4728695",Exposure Factor Datasets,,,,USA,,,Birds,"1989: 0.626, 1990: 0.587",Fledgling success,% hatched of total laid,1989,"1989: 0.626, 1990: 0.587",,% hatched of total laid,Other,quantitative,false,true,false,true,true,exposure
8198,Survival/ Mortality,,0.919,Weekly estimated survival rate,,B,Chick,,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,0.038,,Birds,0.919,Weekly estimated survival rate,,0.919,,,,Other,quantitative,false,true,false,true,false,exposure
8202,Survival/ Mortality,,0.833,,,B,Chick,,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,0.042,,Birds,0.833,,,0.833,,,,,quantitative,false,true,false,true,false,exposure
8205,Foraging Distance,,,Dispersal movement,km,B,Juvenile,31,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,,,Birds,,Dispersal movement,km,,,,km,Other,unknown,false,false,false,false,true,exposure
8208,Time of Migration or Dispersal,,Review,Age at dispersal,d,B,Juvenile,,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,,,Birds,Review,Age at dispersal,d,,Review,,days,Other,text,false,false,false,false,true,exposure
8212,Population Density,,See citation Figure 2,Number of active nests,,,Adult,See citation,"37.77712, -122.41966",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Figure 2,Number of active nests,,2,See citation Figure 2,,,Other,mixed,false,false,false,true,false,exposure
8215,Survival/ Mortality,,See citation Figure 6,Mean annual nest survivorship,,,,See citation,"37.77712, -122.41966",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Figure 6,Mean annual nest survivorship,,6,See citation Figure 6,,,Other,mixed,false,false,false,true,false,exposure
8211,Territory Size,,"Day 5: 97.0, days 15-45: 121.3, day 60: 124.9",Dispersal movement,km,B,Juvenile,8,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,"Day 5: 66.7, days 15-45: 61.5, day 60: 53.9",,Birds,"Day 5: 97.0, days 15-45: 121.3, day 60: 124.9",Dispersal movement,km,5,"Day 5: 97.0, days 15-45: 121.3, day 60: 124.9",,km,Other,quantitative,false,true,false,true,true,exposure
8214,Territory Size,,"Day 5: 37.2, day 15: 50.6, days 30-60: 52.5",Dispersal movement,km,B,Juvenile,11,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,"Day 5: 30.2, day 15: 35.6, days 30-60: 39.4",,Birds,"Day 5: 37.2, day 15: 50.6, days 30-60: 52.5",Dispersal movement,km,5,"Day 5: 37.2, day 15: 50.6, days 30-60: 52.5",,km,Other,quantitative,false,true,false,true,true,exposure
8200,Time of Nesting,,See citation Table 3,Days between eggs laid,Days,,Embryo,71 nests,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,,,Birds,See citation Table 3,Days between eggs laid,Days,3,See citation Table 3,,Days,Other,mixed,false,false,false,true,true,exposure
8204,Clutch or Litter Size,,2.9,No. eggs laid March 23-May 2,Eggs/nest,,Embryo,77,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,0.06,,Birds,2.9,No. eggs laid March 23-May 2,Eggs/nest,2.9,,,Eggs/nest,Other,quantitative,false,true,false,true,true,exposure
8207,Time of Hatching or Parturition,,22.1,Incubation period,Days,,Embryo,,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,0.17,,Birds,22.1,Incubation period,Days,22.1,,,Days,Other,quantitative,false,true,false,true,true,exposure
8210,Survival/ Mortality,,28.8,Mortality from laying through 10 d,%,,Nestling,65,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,,,Birds,28.8,Mortality from laying through 10 d,%,28.8,,,percent,Mortality,quantitative,false,true,false,true,true,exposure
8213,Survival/ Mortality,,42.5,Mortality from laying through 2 w,%,,Nestling,,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,,,Birds,42.5,Mortality from laying through 2 w,%,42.5,,,percent,Mortality,quantitative,false,true,false,true,true,exposure
8219,Home Range,,836.81,Mean distance between banding and recapture,km,B,Adult,111,,Exposure Factor Datasets,,,,USA,96.3,,Birds,836.81,Mean distance between banding and recapture,km,836.81,,,km,Other,quantitative,false,true,false,true,true,exposure
8230,Growth Rate,,"By hatching order: A: 2.0, B: 1.7, C: 1.4",Culmen growth,mm/d,B,Chick,5,"28.6735, -96.55275",Exposure Factor Datasets,,,,USA,"By hatching order: A: 0.1, B: 0.1, C: 0.2",,Birds,"By hatching order: A: 2.0, B: 1.7, C: 1.4",Culmen growth,mm/d,2,"By hatching order: A: 2.0, B: 1.7, C: 1.4",,mm/d,Growth,quantitative,false,true,false,true,true,exposure
8225,Population Density,,20,Nests in heronry,No. nests,B,Adult,20,"Brown County (45⁰ 40'N, 98⁰ 05'W)",Exposure Factor Datasets,,,Breeding,USA,,,Birds,20,Nests in heronry,No. nests,20,,,No. nests,Other,quantitative,false,true,false,true,true,exposure
8226,Population Density,,See citation Table 3,Number of nests,,,,See citation,,Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Table 3,Number of nests,,3,See citation Table 3,,,Other,mixed,false,false,false,true,false,exposure
8220,Hatching Success,,66,Percent laid that hatched,%,,Embryo,128,"42.9290969, -111.6179116",Exposure Factor Datasets,,,,USA,,,Birds,66,Percent laid that hatched,%,66,,,percent,Other,quantitative,false,true,false,true,true,exposure
8232,Clutch or Litter Size,,,,Eggs/nest,B,Embryo,"1992: 22, 1993: 48 nests","37.93598, -75.37872",Exposure Factor Datasets,,,,USA,,,Birds,,,Eggs/nest,,,,Eggs/nest,,unknown,false,false,false,false,true,exposure
8234,Growth Rate,,See citation Table 3,Mass gain/day,g/d,B,Embryo,"1992: 22, 1993: 48 nests","37.93598, -75.37872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Table 3,Mass gain/day,g/d,3,See citation Table 3,,g/d,Other,mixed,false,false,false,true,true,exposure
8218,Clutch or Litter Size,,See citation Figure 7,Young in successful nests,,,Nestling,See citation,"37.77712, -122.41966",Exposure Factor Datasets,,,,USA,,,Birds,See citation Figure 7,Young in successful nests,,7,See citation Figure 7,,,Other,mixed,false,false,false,true,false,exposure
8221,Clutch or Litter Size,,"Central San Francisco Bay: 2.18, Outer Coast-a: 1.82, Outer coast-b: 1.75, San Pablo Bay-a: 2.49, San Pablo Bay-b: 2.46, Russian River-a: 2.37, Russian River-b: 2.38",Mean young fledged in successful nests,Fledglings,,Fledgling,"Central San Francisco Bay: 35, Outer Coast-a: 38, Outer coast-b: 15, San Pablo Bay-a: 160, San Pablo Bay-b: 103, Russian River-a: 97, Russian River-b: 53","37.77712, -122.41966",Exposure Factor Datasets,,,,USA,"Central San Francisco Bay: 0.135, Outer Coast-a: 0.076, Outer coast-b: 0.086, San Pablo Bay-a: 0.059, San Pablo Bay-b: 0.046, Russian River-a: 0.060, Russian River-b: 0.048",,Birds,"Central San Francisco Bay: 2.18, Outer Coast-a: 1.82, Outer coast-b: 1.75, San Pablo Bay-a: 2.49, San Pablo Bay-b: 2.46, Russian River-a: 2.37, Russian River-b: 2.38",Mean young fledged in successful nests,Fledglings,2.18,"Central San Francisco Bay: 2.18, Outer Coast-a: 1.82, Outer coast-b: 1.75, San Pablo Bay-a: 2.49, San Pablo Bay-b: 2.46, Russian River-a: 2.37, Russian River-b: 2.38",,Fledglings,Other,quantitative,false,true,false,true,true,exposure
8224,Clutch or Litter Size,,"Central San Francisco Bay: 2.03, Outer Coast-a: 1.27, Outer coast-b: 1.60, San Pablo Bay-a: 2.09, San Pablo Bay-b: 1.54, Russian River-a: 1.66, Russian River-b: 1.75",Mean young produced in successful nests,Young,,Nestling,"Central San Francisco Bay: 35, Outer Coast-a: 38, Outer coast-b: 15, San Pablo Bay-a: 160, San Pablo Bay-b: 103, Russian River-a: 97, Russian River-b: 53","37.77712, -122.41966",Exposure Factor Datasets,,,,USA,"Central San Francisco Bay: 0.236, Outer Coast-a: 0.073, Outer coast-b: 0.193, San Pablo Bay-a: 0.119, San Pablo Bay-b: 0.136, Russian River-a: 0.103, Russian River-b: 0.128",,Birds,"Central San Francisco Bay: 2.03, Outer Coast-a: 1.27, Outer coast-b: 1.60, San Pablo Bay-a: 2.09, San Pablo Bay-b: 1.54, Russian River-a: 1.66, Russian River-b: 1.75",Mean young produced in successful nests,Young,2.03,"Central San Francisco Bay: 2.03, Outer Coast-a: 1.27, Outer coast-b: 1.60, San Pablo Bay-a: 2.09, San Pablo Bay-b: 1.54, Russian River-a: 1.66, Russian River-b: 1.75",,Young,Other,quantitative,false,true,false,true,true,exposure
8227,Time of Nesting,,See citation Figure 10,Intraseasonal nesting activity indexed by mean % nests,,,,,"37.77712, -122.41966",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Figure 10,Intraseasonal nesting activity indexed by mean % nests,,10,See citation Figure 10,,,Other,mixed,false,false,false,true,false,exposure
8217,Hatching Success,,62,Percent laid that hatched,%,,Embryo,316,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,,,Birds,62,Percent laid that hatched,%,62,,,percent,Other,quantitative,false,true,false,true,true,exposure
8223,Hatching Success,,58,Percent laid that hatched,%,,Embryo,33,"39.12958, -84.49869",Exposure Factor Datasets,,,,USA,,,Birds,58,Percent laid that hatched,%,58,,,percent,Other,quantitative,false,true,false,true,true,exposure
8229,Dietary Composition,,"Pterophyllum scalare, Ziphophorus maculatus, Hyphessobrycon herbertaxelrod, Megalamphodus megalopterus, Poecilia reticulata, Helostoma temmincki, Puntius tetrazona, Epalzerohycnhos erythrurus, Hypostomus spp.",Fish species consumed from aquaculture ponds,,B,Not Reported,See citation,"15.63167, 121.14509",Exposure Factor Datasets,,,,USA,,,Birds,"Pterophyllum scalare, Ziphophorus maculatus, Hyphessobrycon herbertaxelrod, Megalamphodus megalopterus, Poecilia reticulata, Helostoma temmincki, Puntius tetrazona, Epalzerohycnhos erythrurus, Hypostomus spp.",Fish species consumed from aquaculture ponds,,,"Pterophyllum scalare, Ziphophorus maculatus, Hyphessobrycon herbertaxelrod, Megalamphodus megalopterus, Poecilia reticulata, Helostoma temmincki, Puntius tetrazona, Epalzerohycnhos erythrurus, Hypostomus spp.",,,Other,text,false,false,false,false,false,exposure
8231,Clutch or Litter Size,,"2008: 2.86, 2009: 3.00, mean: 2.94",,Eggs/nest,,Embryo,"2008: 22, 2009: 29 nests, mean: 25.5","44.09522, -103.22743",Exposure Factor Datasets,,,,USA,"2008: 0.15, 2009: 0.11, mean: 0.09",,Birds,"2008: 2.86, 2009: 3.00, mean: 2.94",,Eggs/nest,2008,"2008: 2.86, 2009: 3.00, mean: 2.94",,Eggs/nest,,quantitative,false,true,false,true,true,exposure
8233,Hatching Success,,"2008: 88.0, 2009: 80.6",Nest success,%,,Hatchling,"2008: 25, 2009: 36 nests","44.09522, -103.22743",Exposure Factor Datasets,,,,USA,,,Birds,"2008: 88.0, 2009: 80.6",Nest success,%,2008,"2008: 88.0, 2009: 80.6",,percent,Other,quantitative,false,true,false,true,true,exposure
8235,Hatching Success,,"2008: 87.5, 2009: 77.8",Fledge success,%,,Fledgling,"2008: 25, 2009: 36 nests","44.09522, -103.22743",Exposure Factor Datasets,,,,USA,,,Birds,"2008: 87.5, 2009: 77.8",Fledge success,%,2008,"2008: 87.5, 2009: 77.8",,percent,Other,quantitative,false,true,false,true,true,exposure
8228,Clutch or Litter Size,,"Delaware Bay: 3.8, New York Harbor: 4.1, Cape Cod: 4.1, Boston Harbor: 4.0",Clutch size,No. eggs/nest,B,Embryo,See citation,"28.71784, 77.25211",Exposure Factor Datasets,,,,USA,,,Birds,"Delaware Bay: 3.8, New York Harbor: 4.1, Cape Cod: 4.1, Boston Harbor: 4.0",Clutch size,No. eggs/nest,3.8,"Delaware Bay: 3.8, New York Harbor: 4.1, Cape Cod: 4.1, Boston Harbor: 4.0",,No. eggs/nest,Other,quantitative,false,true,false,true,true,exposure
8216,Hatching Success,,82,,%,,Embryo,226,"27.64871, -80.36047",Exposure Factor Datasets,,,,USA,,,Birds,82,,%,82,,,percent,,quantitative,false,true,false,true,true,exposure
8249,Body Weight - Mean,,0.4,,kg,B,Nestling,10,"32.23104, -80.74728",Exposure Factor Datasets,,,,USA,,,Birds,0.4,,kg,0.4,,,kg,,quantitative,false,true,false,true,true,exposure
8247,Population Density,,See citation Figure 6B,Nesting pairs over time,Nesting pairs/yr,,Adult,See citation,"44.35903, -111.40715",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See citation Figure 6B,Nesting pairs over time,Nesting pairs/yr,6,See citation Figure 6B,,Nesting pairs/yr,Other,mixed,false,false,false,true,true,exposure
8257,Growth Rate,,"By hatching order: A: 14.1, B: 11.4, C: 9.7",Mass gain/day,g/d,B,Chick,5,"28.6735, -96.55275",Exposure Factor Datasets,,,,USA,"By hatching order: A: 0.9, B: 1.5, C: 2.9",,Birds,"By hatching order: A: 14.1, B: 11.4, C: 9.7",Mass gain/day,g/d,14.1,"By hatching order: A: 14.1, B: 11.4, C: 9.7",,g/d,Other,quantitative,false,true,false,true,true,exposure
8259,Growth Rate,,"By hatching order: A: 4.4, B: 3.8, C: 2.9",Forearm growth,mm/d,B,Chick,5,"28.6735, -96.55275",Exposure Factor Datasets,,,,USA,"By hatching order: A:0.3, B: 0.6, C: 0.7",,Birds,"By hatching order: A: 4.4, B: 3.8, C: 2.9",Forearm growth,mm/d,4.4,"By hatching order: A: 4.4, B: 3.8, C: 2.9",,mm/d,Growth,quantitative,false,true,false,true,true,exposure
8261,Growth Rate,,"By hatching order: A: 2.8, B: 2.6, C: 2.0",Trasus growth,mm/d,B,Chick,5,"28.6735, -96.55275",Exposure Factor Datasets,,,,USA,"By hatching order: A: 0.1, B: 0.3, C: 0.5",,Birds,"By hatching order: A: 2.8, B: 2.6, C: 2.0",Trasus growth,mm/d,2.8,"By hatching order: A: 2.8, B: 2.6, C: 2.0",,mm/d,Growth,quantitative,false,true,false,true,true,exposure
8245,Dietary Composition,,"Crayfish: 15, small-bodies fishes: 90, larged-bodied fishes: 35, shrimp: 40, aquatic insects: 10, terrestrial insects: 10, garbage: 5, other vertebrates: 0",Prey category,"Frequency of use, %",,Nestling,20,"26.5286538, -80.3370494",Exposure Factor Datasets,,,,USA,,,Birds,"Crayfish: 15, small-bodies fishes: 90, larged-bodied fishes: 35, shrimp: 40, aquatic insects: 10, terrestrial insects: 10, garbage: 5, other vertebrates: 0",Prey category,"Frequency of use, %",15,"Crayfish: 15, small-bodies fishes: 90, larged-bodied fishes: 35, shrimp: 40, aquatic insects: 10, terrestrial insects: 10, garbage: 5, other vertebrates: 0",,"Frequency of use, %",Other,quantitative,false,true,false,true,true,exposure
8236,Growth Rate,,See citation Table 3,Culmen growth,mm/d,B,Embryo,"1992: 22, 1993: 48 nests","37.93598, -75.37872",Exposure Factor Datasets,,,,USA,,,Birds,See citation Table 3,Culmen growth,mm/d,3,See citation Table 3,,mm/d,Growth,mixed,false,false,false,true,true,exposure
8239,Time of Migration or Dispersal,,56.3,Chick age at dispersal,d,B,Chick,22,"37.93598, -75.37872",Exposure Factor Datasets,,,,USA,5.6,,Birds,56.3,Chick age at dispersal,d,56.3,,,days,Other,quantitative,false,true,false,true,true,exposure
8251,Food Ingestion Rate,,See ciation Figure 2,Foraging success,Fish capture/strike,NR,Adult,Not reported,"40.78833, -74.01526",Exposure Factor Datasets,,,Breeding,USA,,,Birds,See ciation Figure 2,Foraging success,Fish capture/strike,2,See ciation Figure 2,,Fish capture/strike,Other,quantitative,false,true,false,true,true,exposure
8253,Dietary Composition,,"Mummichog: 47, shore shrimp: 47, Atlantic silverside: 6",,% total,NR,Adult,Not reported,"40.78833, -74.01526",Exposure Factor Datasets,,,Breeding,USA,,,Birds,"Mummichog: 47, shore shrimp: 47, Atlantic silverside: 6",,% total,47,"Mummichog: 47, shore shrimp: 47, Atlantic silverside: 6",,% total,,quantitative,false,true,false,true,true,exposure
8238,Hatching Success,,2.3,Mean fledged/nest,No. young fledged/nest,,Fledgling,"2008: 25, 2009: 36 nests","44.09522, -103.22743",Exposure Factor Datasets,,,,USA,0.16,,Birds,2.3,Mean fledged/nest,No. young fledged/nest,2.3,,,No. young fledged/nest,Other,quantitative,false,true,false,true,true,exposure
8241,,,2.8,Mean fledged/successful nest,No. young fledged/nest,,Fledgling,"2008: 25, 2009: 36 nests","44.09522, -103.22743",Exposure Factor Datasets,,,,USA,0.11,,Birds,2.8,Mean fledged/successful nest,No. young fledged/nest,2.8,,,No. young fledged/nest,Other,quantitative,false,true,false,true,true,exposure
