id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
8714,,MERCURY COMPOUNDS,"2002: 0.170, 2003: 0.646, 2004: 0.626 g",Spleen weight,,Not Reported,Nestling,"2002: 9, 2003: 7, 2004: 5","46.40878, -87.99102",Toxicity Factor Datasets,,,,USA,,,Birds,"2002: 0.170, 2003: 0.646, 2004: 0.626 g",Spleen weight,,2002,"2002: 0.170, 2003: 0.646, 2004: 0.626 g",,,Other,quantitative,false,true,false,true,false,toxicity
8741,,MERCURY COMPOUNDS,See citation Table 7,Histopathology,,,Both Adults and Juveniles,"LCRS: 5, Reference: 6","46.40878, -87.99102",Toxicity Factor Datasets,,,,USA,,,Birds,See citation Table 7,Histopathology,,7,See citation Table 7,,,Other,mixed,false,false,false,true,false,toxicity
8742,,MERCURY COMPOUNDS,"2002: 0.82, 2003: 0.86, 2004: 0.76 µg/g ww",Liver concentration,,Not Reported,Nestling,"2002: 9, 2003: 7, 2004: 5","46.40878, -87.99102",Toxicity Factor Datasets,,,,USA,,,Birds,"2002: 0.82, 2003: 0.86, 2004: 0.76 µg/g ww",Liver concentration,,2002,"2002: 0.82, 2003: 0.86, 2004: 0.76 µg/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
8747,,MERCURY COMPOUNDS,"LCRS: 11.12, reference site: 3.13 µg/g ww",Kidney concentration,,,Adult,"LCRS: 6, reference: 3","46.40878, -87.99102",Toxicity Factor Datasets,,,,USA,,,Birds,"LCRS: 11.12, reference site: 3.13 µg/g ww",Kidney concentration,,11.12,"LCRS: 11.12, reference site: 3.13 µg/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
8748,,MERCURY COMPOUNDS,See citation Table 3,Egg concentration,,,Embryo,See citation,"46.40878, -87.99102",Toxicity Factor Datasets,,,,USA,,,Birds,See citation Table 3,Egg concentration,,3,See citation Table 3,,,Other,mixed,false,false,false,true,false,toxicity
7461,,,no effect,"capture rates between logged and burned units and the logged, burned and sprayed units during the year after spraying",,Not Reported,Not Reported,3 units/treatment,"45.34141, -123.62421",Toxicity Factor Datasets,,,,,,,Amphibians,no effect,"capture rates between logged and burned units and the logged, burned and sprayed units during the year after spraying",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
7470,,,no effect,"capture rates between logged and burned units and the logged, burned and sprayed units during the year after spraying",,Not Reported,Not Reported,3 units/treatment,"45.34141, -123.62421",Toxicity Factor Datasets,,,,,,,Amphibians,no effect,"capture rates between logged and burned units and the logged, burned and sprayed units during the year after spraying",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
7476,,"ARSENIC COMPOUNDS, CADMIUM COMPOUNDS, CHROMIUM COMPOUNDS, COPPER COMPOUNDS, SELENIUM COMPOUNDS","decrease at contaminated, compared to reference site",% survival to 80 d posthatching,%,Not Reported,Tadpole,Not Reported,"30.74025, -89.49029",Toxicity Factor Datasets,80 d,,,,,,Amphibians,"decrease at contaminated, compared to reference site",% survival to 80 d posthatching,%,,"decrease at contaminated, compared to reference site",,percent,Other,text,false,false,false,false,true,toxicity
7538,,"ARSENIC COMPOUNDS, BARIUM COMPOUNDS, CADMIUM COMPOUNDS, CHROMIUM COMPOUNDS, COPPER COMPOUNDS, SELENIUM COMPOUNDS","increase at contaminated (C) compared to reference (R) site: Arsenic, C=48.9 +/- 2.6SE, R=2.5 +/-0.2SE; Barium, C=211.5 +/- 14.9SE, R=81.2 +/- 5.2SE; Cadmium, C=1.71 +/- 0.5SE, R=0.15 +/- 0.04SE; Chromium, C=17.2 +/- 0.5SE, R=1.4 +/- 0.3SE; Copper, C=31.4 +/- 1.5SE, R=17.5 +/- 6.6SE; Selenium, C=25.70 +/- 3.60SE, R=3.37 +/- 0.09SE.","mean whole body metal concentrations (ppm, dry mass)",,Not Reported,Tadpole,3 animals/site,"30.74025, -89.49029",Toxicity Factor Datasets,,,,,,,Amphibians,"increase at contaminated (C) compared to reference (R) site: Arsenic, C=48.9 +/- 2.6SE, R=2.5 +/-0.2SE; Barium, C=211.5 +/- 14.9SE, R=81.2 +/- 5.2SE; Cadmium, C=1.71 +/- 0.5SE, R=0.15 +/- 0.04SE; Chromium, C=17.2 +/- 0.5SE, R=1.4 +/- 0.3SE; Copper, C=31.4 +/- 1.5SE, R=17.5 +/- 6.6SE; Selenium, C=25.70 +/- 3.60SE, R=3.37 +/- 0.09SE.","mean whole body metal concentrations (ppm, dry mass)",,48.9,"increase at contaminated (C) compared to reference (R) site: Arsenic, C=48.9 +/- 2.6SE, R=2.5 +/-0.2SE; Barium, C=211.5 +/- 14.9SE, R=81.2 +/- 5.2SE; Cadmium, C=1.71 +/- 0.5SE, R=0.15 +/- 0.04SE; Chromium, C=17.2 +/- 0.5SE, R=1.4 +/- 0.3SE; Copper, C=31.4 +/- 1.5SE, R=17.5 +/- 6.6SE; Selenium, C=25.70 +/- 3.60SE, R=3.37 +/- 0.09SE.",,,Other,quantitative,false,true,false,true,false,toxicity
7496,,CHLORDECONE (KEPONE),no effect,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,no effect,,,,no effect,,,,qualitative,false,false,true,false,false,toxicity
7500,,CHLORDANE,increase at 0.5 lb/acre,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,increase at 0.5 lb/acre,,,0.5,increase at 0.5 lb/acre,,,,quantitative,false,true,false,true,false,toxicity
7512,,DIELDRIN,increase at 0.1 and 0.5 lbs/acre,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,increase at 0.1 and 0.5 lbs/acre,,,0.1,increase at 0.1 and 0.5 lbs/acre,,,,quantitative,false,true,false,true,false,toxicity
7518,,ALDRIN,increase at 0.1 and 0.5 lbs/acre,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,increase at 0.1 and 0.5 lbs/acre,,,0.1,increase at 0.1 and 0.5 lbs/acre,,,,quantitative,false,true,false,true,false,toxicity
7523,,TOXAPHENE (POLYCHLORINATED CAMPHENES),increase at 0.5 lbs/acre,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,increase at 0.5 lbs/acre,,,0.5,increase at 0.5 lbs/acre,,,,quantitative,false,true,false,true,false,toxicity
7528,,LINDANE,increase at 0.5 lbs/acre,,,Not Reported,Tadpole,10 animals/dose,"46.02249, -114.17681",Toxicity Factor Datasets,,,,,,,Amphibians,increase at 0.5 lbs/acre,,,0.5,increase at 0.5 lbs/acre,,,,quantitative,false,true,false,true,false,toxicity
11000,,MERCURY (elemental),See Figure 1,Temporal variation by pond,,NR,Not Reported,392,"30.2649, -85.62029",Toxicity Factor Datasets,,,,USA,,,Fish,See Figure 1,Temporal variation by pond,,1,See Figure 1,,,Other,quantitative,false,true,false,true,false,toxicity
10996,,CADMIUM (elemental),"B: 0.045, D: 0.035, G: 0.075, O: 0.065, Q: 0.045, R: 0.068",Liver concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.045, D: 0.035, G: 0.075, O: 0.065, Q: 0.045, R: 0.068",Liver concentration,,0.045,"B: 0.045, D: 0.035, G: 0.075, O: 0.065, Q: 0.045, R: 0.068",,,Other,quantitative,false,true,false,true,false,toxicity
10999,,CADMIUM (elemental),"B: 0.015, D: 0.010, G: 0.008, O: 0.008, Q: 0.008, R: 0.10",Muscle concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.015, D: 0.010, G: 0.008, O: 0.008, Q: 0.008, R: 0.10",Muscle concentration,,0.015,"B: 0.015, D: 0.010, G: 0.008, O: 0.008, Q: 0.008, R: 0.10",,,Other,quantitative,false,true,false,true,false,toxicity
11002,,CHROMIUM (elemental),"B: 0.14, D: 0.20, G: 0.31, O: 0.16, Q: 0.15, R: 0.13",Head concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.14, D: 0.20, G: 0.31, O: 0.16, Q: 0.15, R: 0.13",Head concentration,,0.14,"B: 0.14, D: 0.20, G: 0.31, O: 0.16, Q: 0.15, R: 0.13",,,Other,quantitative,false,true,false,true,false,toxicity
11005,,CHROMIUM (elemental),"B: 0.13, D: 0.16, G: 0.26, O: 0.21, Q: 0.16, R: 0.22",Liver concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.13, D: 0.16, G: 0.26, O: 0.21, Q: 0.16, R: 0.22",Liver concentration,,0.13,"B: 0.13, D: 0.16, G: 0.26, O: 0.21, Q: 0.16, R: 0.22",,,Other,quantitative,false,true,false,true,false,toxicity
11008,,CHROMIUM (elemental),"B: 0.23, D: 0.14, G: 0.19, O: 0.19, Q: 0.16, R: 0.15",Muscle concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.23, D: 0.14, G: 0.19, O: 0.19, Q: 0.16, R: 0.15",Muscle concentration,,0.23,"B: 0.23, D: 0.14, G: 0.19, O: 0.19, Q: 0.16, R: 0.15",,,Other,quantitative,false,true,false,true,false,toxicity
11011,,COPPER (elemental),"B: 3.39, D: 4.80, G: 3.81, O: 3.35, Q: 1.67, R: 2.09",Head concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 3.39, D: 4.80, G: 3.81, O: 3.35, Q: 1.67, R: 2.09",Head concentration,,3.39,"B: 3.39, D: 4.80, G: 3.81, O: 3.35, Q: 1.67, R: 2.09",,,Other,quantitative,false,true,false,true,false,toxicity
11019,,PCB,"B: 256, D: 178, G: 129, O: 215, Q: 476: R: 1274",Tissue concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 256, D: 178, G: 129, O: 215, Q: 476: R: 1274",Tissue concentration,,256,"B: 256, D: 178, G: 129, O: 215, Q: 476: R: 1274",,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11020,,NICKEL (elemental),"B: 0.04, D: 0.10, G: 0.09, O: 0.09, Q: 0.13, R: 0.05",Head concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.04, D: 0.10, G: 0.09, O: 0.09, Q: 0.13, R: 0.05",Head concentration,,0.04,"B: 0.04, D: 0.10, G: 0.09, O: 0.09, Q: 0.13, R: 0.05",,,Other,quantitative,false,true,false,true,false,toxicity
11022,,"DDE (4,4'-)","B: 76.3, D: 69.0, G: 63.4, O: 133, Q: 61.4, R: 78.7",Tissue concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 76.3, D: 69.0, G: 63.4, O: 133, Q: 61.4, R: 78.7",Tissue concentration,,76.3,"B: 76.3, D: 69.0, G: 63.4, O: 133, Q: 61.4, R: 78.7",,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11023,,NICKEL (elemental),"B: 0.03, D: 0.08, G: 0.13, O: 0.08, Q: 0.15, R: 0.09",Liver concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.03, D: 0.08, G: 0.13, O: 0.08, Q: 0.15, R: 0.09",Liver concentration,,0.03,"B: 0.03, D: 0.08, G: 0.13, O: 0.08, Q: 0.15, R: 0.09",,,Other,quantitative,false,true,false,true,false,toxicity
11025,,"DDD (4,4'-)","B: 8.74, D: 6.65, G: 3.99, O: 29.7, Q: 5.45, 10.1",Tissue concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 8.74, D: 6.65, G: 3.99, O: 29.7, Q: 5.45, 10.1",Tissue concentration,,8.74,"B: 8.74, D: 6.65, G: 3.99, O: 29.7, Q: 5.45, 10.1",,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11026,,NICKEL (elemental),"B: 0.07, D: 0.04, G: 0.06, O: 0.06, Q: 0.05, R: 0.06",Muscle concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.07, D: 0.04, G: 0.06, O: 0.06, Q: 0.05, R: 0.06",Muscle concentration,,0.07,"B: 0.07, D: 0.04, G: 0.06, O: 0.06, Q: 0.05, R: 0.06",,,Other,quantitative,false,true,false,true,false,toxicity
11028,,CHLORDANE,"B: 16.3, D: 14.7, G: 10.7, O: 24.2, Q: 11.6, R: 17.1",Tissue concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 16.3, D: 14.7, G: 10.7, O: 24.2, Q: 11.6, R: 17.1",Tissue concentration,,16.3,"B: 16.3, D: 14.7, G: 10.7, O: 24.2, Q: 11.6, R: 17.1",,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11029,,LEAD (elemental),"B: 0.03, D 0.09, G: 0.10, O: 0.05, Q: 0.03, R: 0.05",Head concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.03, D 0.09, G: 0.10, O: 0.05, Q: 0.03, R: 0.05",Head concentration,,0.03,"B: 0.03, D 0.09, G: 0.10, O: 0.05, Q: 0.03, R: 0.05",,,Other,quantitative,false,true,false,true,false,toxicity
11031,,ARSENIC (elemental),"B: 1.05, D: 0.62, G: 1.38, O: 1.13, Q: 0.94, R: 0.85",Head concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 1.05, D: 0.62, G: 1.38, O: 1.13, Q: 0.94, R: 0.85",Head concentration,,1.05,"B: 1.05, D: 0.62, G: 1.38, O: 1.13, Q: 0.94, R: 0.85",,,Other,quantitative,false,true,false,true,false,toxicity
11032,,LEAD (elemental),"B: 0.07, D: 0.11, G: 0.16, O: 0.12, Q: 0.11, R: 0.13",Liver concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.07, D: 0.11, G: 0.16, O: 0.12, Q: 0.11, R: 0.13",Liver concentration,,0.07,"B: 0.07, D: 0.11, G: 0.16, O: 0.12, Q: 0.11, R: 0.13",,,Other,quantitative,false,true,false,true,false,toxicity
11034,,ARSENIC (elemental),"B: 1.46, D: 1.11, G: 1.06: O: 1.68, Q: 0.95, R: 1.37",Liver concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 1.46, D: 1.11, G: 1.06: O: 1.68, Q: 0.95, R: 1.37",Liver concentration,,1.46,"B: 1.46, D: 1.11, G: 1.06: O: 1.68, Q: 0.95, R: 1.37",,,Other,quantitative,false,true,false,true,false,toxicity
11035,,LEAD (elemental),"B: 0.09, D: 0.10, G: 0.06, O: 0.10, Q: 0.06, R: 0.10",Muscle concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 0.09, D: 0.10, G: 0.06, O: 0.10, Q: 0.06, R: 0.10",Muscle concentration,,0.09,"B: 0.09, D: 0.10, G: 0.06, O: 0.10, Q: 0.06, R: 0.10",,,Other,quantitative,false,true,false,true,false,toxicity
11037,,ARSENIC (elemental),"B: 1.41, D: 0.55, G: 0.76, O: 0.69, Q: 0.68",Muscle concentration,,NR,Not Reported,NR,"47.19157, 8.85377",Toxicity Factor Datasets,,Contra Costa,,USA,,,Fish,"B: 1.41, D: 0.55, G: 0.76, O: 0.69, Q: 0.68",Muscle concentration,,1.41,"B: 1.41, D: 0.55, G: 0.76, O: 0.69, Q: 0.68",,,Other,quantitative,false,true,false,true,false,toxicity
11003,,PAH,Transplanted to Alamitos from Alamitos: 6090; Ballona: 333; Mugu: 1110 ng/g,Tissue concentration,,NR,Not Reported,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,USA,,,Fish,Transplanted to Alamitos from Alamitos: 6090; Ballona: 333; Mugu: 1110 ng/g,Tissue concentration,,6090,Transplanted to Alamitos from Alamitos: 6090; Ballona: 333; Mugu: 1110 ng/g,,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11006,,PAH,Transplanted to Ballona from Alamitos: 1440; Ballona: 1150; Mugu: 1720 ng/g,Tissue concentration,,NR,Not Reported,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,USA,,,Fish,Transplanted to Ballona from Alamitos: 1440; Ballona: 1150; Mugu: 1720 ng/g,Tissue concentration,,1440,Transplanted to Ballona from Alamitos: 1440; Ballona: 1150; Mugu: 1720 ng/g,,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11007,,,Transplanted to Mugu from Alamitos:,Tissue concentration,,,,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,,,,Fish,Transplanted to Mugu from Alamitos:,Tissue concentration,,,Transplanted to Mugu from Alamitos:,,,Bioaccumulation,text,false,false,false,false,false,toxicity
11009,,PAH,Transplanted to Mugu from Alamitos: 317; Ballona: 5390; Mugu: 2210 ng/g,Tissue concentration,,NR,Not Reported,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,USA,,,Fish,Transplanted to Mugu from Alamitos: 317; Ballona: 5390; Mugu: 2210 ng/g,Tissue concentration,,317,Transplanted to Mugu from Alamitos: 317; Ballona: 5390; Mugu: 2210 ng/g,,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11010,,,Transplanted to Alamitos from Alamitos: 56370; Ballona: 1690; Mugu: 2970 ng/g,Tissue concentration,,,,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,,,,Fish,Transplanted to Alamitos from Alamitos: 56370; Ballona: 1690; Mugu: 2970 ng/g,Tissue concentration,,56370,Transplanted to Alamitos from Alamitos: 56370; Ballona: 1690; Mugu: 2970 ng/g,,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
11012,,PAH,Transplanted to Alamitos from Alamitos: 310; Ballona: 124; Mugu: 607 ng/g,Tissue concentration,,NR,Not Reported,NR,"39.0473, -84.50353",Toxicity Factor Datasets,,,,USA,,,Fish,Transplanted to Alamitos from Alamitos: 310; Ballona: 124; Mugu: 607 ng/g,Tissue concentration,,310,Transplanted to Alamitos from Alamitos: 310; Ballona: 124; Mugu: 607 ng/g,,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
8044,,CADMIUM (elemental),Mining district: 21; reference: 3.0 mg/kg dw,Kidney concentration,,,,Mining district: 10; reference: 6,"38.83826, -94.36954",Toxicity Factor Datasets,,,,USA,,,Birds,Mining district: 21; reference: 3.0 mg/kg dw,Kidney concentration,,21,Mining district: 21; reference: 3.0 mg/kg dw,mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
8045,,CADMIUM (elemental),Mining district:,Blood concentration,,,,Mining district: 6; reference sites: 4,"38.83826, -94.36954",Toxicity Factor Datasets,,,,USA,,,Birds,Mining district:,Blood concentration,,,Mining district:,,,Other,text,false,false,false,false,false,toxicity
7912,,"DDE (4,4'-)",Kettle Creek (1993): 4.9; VBNWA (1993): 46.7; ANWA LH (1997): 0.9; UBC (1997): 1.5; EC Park (1997): 3.2; ANWA (1998): 0.6; TY Park (1998): 1.9; UBC (1998): 0.6; ST Park (1998): 0.3 mg/kg,Egg concentration,,,,Kettle Creek (1993): 4; VBNWA (1993): 2; ANWA LH (1997): 6; UBC (1997): 9; EC Park (1997): 1; ANWA (1998): 1; TY Park (1998): 2; UBC (1998): 5; ST Park (1998): 2,"48.38247, -119.55785",Toxicity Factor Datasets,,,,,,,Birds,Kettle Creek (1993): 4.9; VBNWA (1993): 46.7; ANWA LH (1997): 0.9; UBC (1997): 1.5; EC Park (1997): 3.2; ANWA (1998): 0.6; TY Park (1998): 1.9; UBC (1998): 0.6; ST Park (1998): 0.3 mg/kg,Egg concentration,,1993,Kettle Creek (1993): 4.9; VBNWA (1993): 46.7; ANWA LH (1997): 0.9; UBC (1997): 1.5; EC Park (1997): 3.2; ANWA (1998): 0.6; TY Park (1998): 1.9; UBC (1998): 0.6; ST Park (1998): 0.3 mg/kg,mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
7246,,MERCURY (elemental),0.402 (0.27-0.77),Tissue concentration,,M,Adult,3,"34.16669, 131.20625",Toxicity Factor Datasets,,,,USA,,,Amphibians,0.402 (0.27-0.77),Tissue concentration,,0.402,0.402 (0.27-0.77),,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
7249,,MERCURY (elemental),0.166 (0.07-0.35),Tissue concentration,,B,Adult,5,"34.16669, 131.20625",Toxicity Factor Datasets,,,,USA,,,Amphibians,0.166 (0.07-0.35),Tissue concentration,,0.166,0.166 (0.07-0.35),,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
7252,,MERCURY (elemental),0.318 (0.08-0.91),Tissue concentration,,B,Both Adults and Juveniles,4,"34.16669, 131.20625",Toxicity Factor Datasets,,,,USA,,,Amphibians,0.318 (0.08-0.91),Tissue concentration,,0.318,0.318 (0.08-0.91),,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
7254,,MERCURY (elemental),0.159 (0.11-0.23),Tissue concentration,,F,Adult,3,"34.16669, 131.20625",Toxicity Factor Datasets,,,,USA,,,Amphibians,0.159 (0.11-0.23),Tissue concentration,,0.159,0.159 (0.11-0.23),,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
7257,,MERCURY (elemental),0.328 (0.31-0.35),Tissue concentration,,M,Adult,3,"34.16669, 131.20625",Toxicity Factor Datasets,,,,USA,,,Amphibians,0.328 (0.31-0.35),Tissue concentration,,0.328,0.328 (0.31-0.35),,,Bioaccumulation,quantitative,false,true,false,true,false,toxicity
7901,,SELENIUM (elemental),Reference: 3.17; mining: 4.48 mg/kg dw,Egg concentration,,,,Reference: 18; mining: 23,"42.65468, -111.603",Toxicity Factor Datasets,,,,USA,,,Birds,Reference: 3.17; mining: 4.48 mg/kg dw,Egg concentration,,3.17,Reference: 3.17; mining: 4.48 mg/kg dw,mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
7891,,ACEPHATE,23 d post application: 0.31,Total plasma acetylcholinesterase activity,,,,1,"39.12958, -84.49869",Toxicity Factor Datasets,,,,USA,,,Birds,23 d post application: 0.31,Total plasma acetylcholinesterase activity,,23,23 d post application: 0.31,,,Other,quantitative,false,true,false,true,false,toxicity
7893,,DICROTOPHOS,12 d post application: 0.31; 24 d: 0.26,Total plasma acetylcholinesterase activity,,,,12 d: 1; 24 d: 6,"39.12958, -84.49869",Toxicity Factor Datasets,,,,USA,,,Birds,12 d post application: 0.31; 24 d: 0.26,Total plasma acetylcholinesterase activity,,12,12 d post application: 0.31; 24 d: 0.26,,,Other,quantitative,false,true,false,true,false,toxicity
7895,,MALATHION,2 and 4 d post application: 0.23; 5 d: 0.26; 8 d: 0.31,Total plasma acetylcholinesterase activity,,,,"2, 4, 8 d: 1; 5 d: 6","39.12958, -84.49869",Toxicity Factor Datasets,,,,USA,,,Birds,2 and 4 d post application: 0.23; 5 d: 0.26; 8 d: 0.31,Total plasma acetylcholinesterase activity,,2,2 and 4 d post application: 0.23; 5 d: 0.26; 8 d: 0.31,,,Other,quantitative,false,true,false,true,false,toxicity
7896,,HEPTACHLOR EPOXIDE,"4.5, 3.5, 3.3 ug/g ww",Brain concentration,,NR,Not Reported,3,,Toxicity Factor Datasets,,,,USA,,,Birds,"4.5, 3.5, 3.3 ug/g ww",Brain concentration,,4.5,"4.5, 3.5, 3.3 ug/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
7898,,OXYCHLORDANE,"4.9, 4.2, 4.2 ug/g ww",Brain concentration,,NR,Not Reported,3,,Toxicity Factor Datasets,,,,USA,,,Birds,"4.9, 4.2, 4.2 ug/g ww",Brain concentration,,4.9,"4.9, 4.2, 4.2 ug/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
7900,,TRANS-NONACHLOR,"4.6, 2.8, 3.7 ug/g ww",Brain concentration,,NR,Not Reported,3,,Toxicity Factor Datasets,,,,USA,,,Birds,"4.6, 2.8, 3.7 ug/g ww",Brain concentration,,4.6,"4.6, 2.8, 3.7 ug/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
7897,,ACEPHATE,With/without plasma cholinesterase reactivation: 69 g,Body mass,,B,Not Reported,Reactivation: 1; no reactivation: 7,"39.12958, -84.49869",Toxicity Factor Datasets,,,,USA,,,Birds,With/without plasma cholinesterase reactivation: 69 g,Body mass,,69,With/without plasma cholinesterase reactivation: 69 g,,,Other,quantitative,false,true,false,true,false,toxicity
7902,,DIELDRIN,"0.56, 0.30, 0.15 ug/g ww",Brain concentration,,NR,Not Reported,3,,Toxicity Factor Datasets,,,,USA,,,Birds,"0.56, 0.30, 0.15 ug/g ww",Brain concentration,,0.56,"0.56, 0.30, 0.15 ug/g ww",,,Other,quantitative,false,true,false,true,false,toxicity
7899,,ACEPHATE,Plasma cholinesterase reactivation: 2.0; no reactivation: 2.1 %,Body fat score,,B,Not Reported,Reactivation: 1; no reactivation: 7,"39.12958, -84.49869",Toxicity Factor Datasets,,,,USA,,,Birds,Plasma cholinesterase reactivation: 2.0; no reactivation: 2.1 %,Body fat score,,2,Plasma cholinesterase reactivation: 2.0; no reactivation: 2.1 %,%,percent,Other,quantitative,false,true,false,true,true,toxicity
7904,,HEPTACHLOR EPOXIDE,Kettle Creek (1993): 0.3; VBNWA (1993): ND; ANWA LH (1997): 1.6; UBC (1997): 4.2; EC Park (1997): 1.1; ANWA (1998): ND; TY Park (1998): ND; UBC (1998): 2.9; ST Park (1998): 0.05 ug/kg,Egg concentration,,,,Kettle Creek (1993): 4; VBNWA (1993): 2; ANWA LH (1997): 6; UBC (1997): 9; EC Park (1997): 1; ANWA (1998): 1; TY Park (1998): 2; UBC (1998): 5; ST Park (1998): 2,"48.38247, -119.55785",Toxicity Factor Datasets,,,,,,,Birds,Kettle Creek (1993): 0.3; VBNWA (1993): ND; ANWA LH (1997): 1.6; UBC (1997): 4.2; EC Park (1997): 1.1; ANWA (1998): ND; TY Park (1998): ND; UBC (1998): 2.9; ST Park (1998): 0.05 ug/kg,Egg concentration,,1993,Kettle Creek (1993): 0.3; VBNWA (1993): ND; ANWA LH (1997): 1.6; UBC (1997): 4.2; EC Park (1997): 1.1; ANWA (1998): ND; TY Park (1998): ND; UBC (1998): 2.9; ST Park (1998): 0.05 ug/kg,,,Other,quantitative,false,true,false,true,false,toxicity
