id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
9101,,FUEL OILS,no effect,"body weight and gross lesion incidence, compared to controls",,Male,Adult,4-5/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,"body weight and gross lesion incidence, compared to controls",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9102,,CRUDE OILS,no effect,"onset of laying, egg production, egg fertility, compared to controls",,Female,Adult,20 hens/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,"onset of laying, egg production, egg fertility, compared to controls",,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9103,,PHOSPHORUS (YELLOW OR WHITE),6.46 mg/kg bw (5.19-7.69 95% CI),24 hour median lethal dose,,Male,Adult,4-5 birds/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,6.46 mg/kg bw (5.19-7.69 95% CI),24 hour median lethal dose,,6.46,6.46 mg/kg bw (5.19-7.69 95% CI),mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9104,,AROCLOR 1254,"increased @ 20,100, 250, 500 mg/kg bw",hepatic microsomal EROD and PROD activities versus controls,,Male,Adult,6-12/dose,,Toxicity Factor Datasets,1-2 yr,,,,,Laboratory,Birds,"increased @ 20,100, 250, 500 mg/kg bw",hepatic microsomal EROD and PROD activities versus controls,,20,"increased @ 20,100, 250, 500 mg/kg bw",mg/kg,mg/kg,Other,mixed,false,false,false,true,true,toxicity
9105,,EMAMECTIN BENZOATE,"76 mg/kg bw, 56-102 (95% CI)",acute oral LD50,,Both Male and Female,Adult,10/dose,,Toxicity Factor Datasets,19 weeks,,,,,Laboratory,Birds,"76 mg/kg bw, 56-102 (95% CI)",acute oral LD50,,76,"76 mg/kg bw, 56-102 (95% CI)",mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9106,,"BORIC ACID, SELENOMETHIONINE",decreased @ 900 ppm B,liver weight versus 450 ppm B group,,Male,Adult,14 pairs/treatment,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,decreased @ 900 ppm B,liver weight versus 450 ppm B group,,900,decreased @ 900 ppm B,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9107,,LEAD COMPOUNDS,reduced @ 828 ug/g,hemoglobin concentrations versus controls,,Male,Adult,10/ Pb treatment; 20/control treatment,,Toxicity Factor Datasets,approx. 5 mo,,,,,Laboratory,Birds,reduced @ 828 ug/g,hemoglobin concentrations versus controls,,828,reduced @ 828 ug/g,,,Other,quantitative,false,true,false,true,false,toxicity
9108,,LEAD COMPOUNDS,reduced @ 869 and 954 ug/g,delta aminolevulinic acid dehydratase activity versus corn or complete diet controls,,Male,Adult,5/ Pb treatment;3/control treatments,,Toxicity Factor Datasets,approx. 7 mo,,,,,Laboratory,Birds,reduced @ 869 and 954 ug/g,delta aminolevulinic acid dehydratase activity versus corn or complete diet controls,,869,reduced @ 869 and 954 ug/g,,,Other,quantitative,false,true,false,true,false,toxicity
9109,,"SELENIUM COMPOUNDS, SELENOMETHIONINE",reduced with selenized yeast,body weight of 6 day old ducklings versus controls,,Both Male and Female,Both Adults and Juveniles,"15 pairs/treatment group, 10 pairs/control group",,Toxicity Factor Datasets,,,,,,Laboratory,Birds,reduced with selenized yeast,body weight of 6 day old ducklings versus controls,,,reduced with selenized yeast,,,Other,text,false,false,false,false,false,toxicity
9110,,"METHYLMERCURY CHLORIDE, SELENOMETHIONINE",increased @ 10 ppm Hg,oxidized glutathione (GSSG) level versus controls,,Male,Adult,12/treatment,,Toxicity Factor Datasets,18 mo,,,,,Laboratory,Birds,increased @ 10 ppm Hg,oxidized glutathione (GSSG) level versus controls,,10,increased @ 10 ppm Hg,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9111,,"BISMUTH COMPOUNDS, IRON COMPOUNDS, LEAD (elemental)",increased with Bi,weight of eggs that did not hatch versus controls,,Female,Adult,"18 pairs/group (control, Fe, Bi); 6 pairs/Pb group",,Toxicity Factor Datasets,6-8 mo,,,,,Laboratory,Birds,increased with Bi,weight of eggs that did not hatch versus controls,,,increased with Bi,,,Other,qualitative,false,false,true,false,false,toxicity
9113,,SELENOMETHIONINE,no effect,distance run in 2 seconds from a fright stimulus vs controls,,Not Reported,Chick,"32, 14, 14, 14, 11 in the 0, 1, 2, 4, and 8 ppm groups",,Toxicity Factor Datasets,6 days,,,,,Laboratory,Birds,no effect,distance run in 2 seconds from a fright stimulus vs controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9114,,ALDICARB,4.44 mg/kg,LD50,,Both Male and Female,Juvenile,5,,Toxicity Factor Datasets,6 mos,,,,,Laboratory,Birds,4.44 mg/kg,LD50,,4.44,4.44 mg/kg,mg/kg,mg/kg,LD50,quantitative,false,true,false,true,true,toxicity
9115,,"DDT (4,4'-)",decreased,eggshell quality (R-value) versus controls,,Female,Adult,5 hens; 19 eggs,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased,eggshell quality (R-value) versus controls,,,decreased,,,Other,qualitative,false,false,true,false,false,toxicity
9135,,HEPTACHLOR,no effect,eggshell thickness,,Female,Adult,6 nests,"41.7892553, -87.5832108",Toxicity Factor Datasets,,,,,,,Birds,no effect,eggshell thickness,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9125,,DDT (Technical Grade Mixture),0.78 ppm,mean DDT concentration in plasma of birds sampled 0-1.5 mi from sprayed area,,Both Male and Female,Adult,23 birds,"45.32955, -118.09595",Toxicity Factor Datasets,,,,,,,Birds,0.78 ppm,mean DDT concentration in plasma of birds sampled 0-1.5 mi from sprayed area,,0.78,0.78 ppm,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9141,,"DDD (4,4'-), DDE (4,4'-), DDT (4,4'-), DIELDRIN, HEPTACHLOR EPOXIDE, HEXACHLOROBENZENE, MERCURY COMPOUNDS, POLYCHLORINATED BIPHENYLS",0.06-0.11 (1972); 0.3 (1973),fledging success (young/nest) in contaminated colonies,,Not Reported,Embryo,42 (1973)-66 (1972) nests,"43.98205, -83.19605",Toxicity Factor Datasets,,,,,,,Birds,0.06-0.11 (1972); 0.3 (1973),fledging success (young/nest) in contaminated colonies,,0.06,0.06-0.11 (1972); 0.3 (1973),,,Other,quantitative,false,true,false,true,false,toxicity
9120,,PARATHION,47% decrease at 4.6 ppm,mean brain cholinesterase activity relative to control,,Not Reported,Adult,4/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,47% decrease at 4.6 ppm,mean brain cholinesterase activity relative to control,,47,47% decrease at 4.6 ppm,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9121,,LEAD (elemental),increase at 50 ppm
1.3 ppm (1.00 SD) males; 2.4 ppm (1.40 SD) females,mean lead concentration in liver,,Both Male and Female,Adult,16 pairs/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increase at 50 ppm
1.3 ppm (1.00 SD) males; 2.4 ppm (1.40 SD) females,mean lead concentration in liver,,50,increase at 50 ppm
1.3 ppm (1.00 SD) males; 2.4 ppm (1.40 SD) females,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9122,,METHYLPARATHION,increase at 3 mg/kg bw,mortality rate 2 hr post-dose,,Both Male and Female,Adult,5/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increase at 3 mg/kg bw,mortality rate 2 hr post-dose,,3,increase at 3 mg/kg bw,mg/kg,mg/kg,Mortality,quantitative,false,true,false,true,true,toxicity
9123,,CARBOFURAN,3,number of dead kestrels found on treated fields,,Not Reported,Not Reported,44 fields,,Toxicity Factor Datasets,,,,,,,Birds,3,number of dead kestrels found on treated fields,,3,,,,Other,quantitative,false,true,false,true,false,toxicity
9124,,"DDE (4,4'-)",507-877.1 ppm (dry wt),liver residues in birds that died,,Male,Adult,2,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,507-877.1 ppm (dry wt),liver residues in birds that died,,507,507-877.1 ppm (dry wt),ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9126,,"AROCLOR 1254, MIREX",20.3% decrease @ 8 ppm mirex + 33 ppm Aroclor,sperm concentration,,Male,Adult,5-10/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,20.3% decrease @ 8 ppm mirex + 33 ppm Aroclor,sperm concentration,,20.3,20.3% decrease @ 8 ppm mirex + 33 ppm Aroclor,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9127,,PHOSPHORUS (YELLOW OR WHITE),increased,accumulation in skin,,Not Reported,Adult,4/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased,accumulation in skin,,,increased,,,Other,qualitative,false,false,true,false,false,toxicity
9128,,SELENOMETHIONINE,Y=1.132 + 0.801X (R^2 = 0.932),relationship between Se concentrations in diet and blood,,Both Male and Female,Adult,9-10 pairs/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,Y=1.132 + 0.801X (R^2 = 0.932),relationship between Se concentrations in diet and blood,,1.132,Y=1.132 + 0.801X (R^2 = 0.932),,,Other,quantitative,false,true,false,true,false,toxicity
9129,,"PCB 126 (3,3',4,4',5-PENTACHLOROBIPHENYL)",positive correlation,relationship between hepatic PCB 126 concentrations and ratio of oxidized to reduced glutathione,,Not Reported,Nestling,9-11/group,,Toxicity Factor Datasets,Day 1-Day 10,,,,,Laboratory,Birds,positive correlation,relationship between hepatic PCB 126 concentrations and ratio of oxidized to reduced glutathione,,,positive correlation,,,Other,text,false,false,false,false,false,toxicity
9130,,SELENOMETHIONINE,increased @ 6 or 12 ppm Se,food consumption versus controls,,Both Male and Female,Adult,15 pairs/treatment group; 10 control pairs,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased @ 6 or 12 ppm Se,food consumption versus controls,,6,increased @ 6 or 12 ppm Se,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9132,,LEAD (elemental),"169.2 ug/g, dry wt.",lead concentration in bone,,Not Reported,Adult,10 birds,,Toxicity Factor Datasets,,,,,33.9 SE,Laboratory,Birds,"169.2 ug/g, dry wt.",lead concentration in bone,,169.2,"169.2 ug/g, dry wt.",,,Other,quantitative,false,true,false,true,false,toxicity
9133,,AROCLOR 1254,decreased at 10 ppm,percent of birds that laid eggs,,Female,Adult,10-13/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased at 10 ppm,percent of birds that laid eggs,,10,decreased at 10 ppm,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9136,,TERBUFOS,no effect,occurence of pesticide metabolites in fecal-urate samples,,Not Reported,Not Reported,29 owls,,Toxicity Factor Datasets,,,,,,,Birds,no effect,occurence of pesticide metabolites in fecal-urate samples,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9139,,"TETRACHLORODIBENZO-P-DIOXIN (2,3,7,8-)",no effect,body and organ weights,,Not Reported,Hatchling,6-10 eggs/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,body and organ weights,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9140,,POLYCHLORINATED BIPHENYLS,increased at 5 ug/kg egg,"weights of heart, liver and spleen versus controls",,Not Reported,Hatchling,8-29/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased at 5 ug/kg egg,"weights of heart, liver and spleen versus controls",,5,increased at 5 ug/kg egg,,,Other,mixed,false,false,false,true,false,toxicity
9142,,CADMIUM CHLORIDE,no effect,liver glycogen concentration versus controls,,Male,Adult,8,,Toxicity Factor Datasets,32 weeks,,,,,Laboratory,Birds,no effect,liver glycogen concentration versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9143,,"SELENITE, SODIUM, SELENOMETHIONINE",decreased,food consumption versus controls,,Not Reported,Juvenile,40 birds/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decreased,food consumption versus controls,,,decreased,,,Other,qualitative,false,false,true,false,false,toxicity
9144,,DIELDRIN,no effect,hepatic microsomal enzyme activity (aniline hydroxylase and aminopyrine N-demethylase),,Female,Adult,18/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,hepatic microsomal enzyme activity (aniline hydroxylase and aminopyrine N-demethylase),,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9145,,"BISMUTH COMPOUNDS, IRON COMPOUNDS, LEAD (elemental)",no differences,"mean survival times compared among lead, iron and bismuth dosed birds",,Both Male and Female,Adult,"5 males, 5 females per group",,Toxicity Factor Datasets,6-8 mo,,,,,Laboratory,Birds,no differences,"mean survival times compared among lead, iron and bismuth dosed birds",,,no differences,,,Other,text,false,false,false,false,false,toxicity
9146,,DIELDRIN,no effect,body weight at end of experiment,,Not Reported,Juvenile,12/dose,,Toxicity Factor Datasets,1 d at initiation,,,,,Laboratory,Birds,no effect,body weight at end of experiment,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9147,,DICOFOL,"5.4 (0.3 SE) ug/g wet wt. @ 3 ug/g diet; 18.1 (1.2 SE) @ 10 ug/g diet; 37.1 (1.6 SE) @ 30 ug/g diet; 150.7 (9.9SE) @ 100 ug/g diet,","mean egg yolk concentrations of p,p'-dicofol after 37-42 d on dicofol diet",,Female,Adult,4-8/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"5.4 (0.3 SE) ug/g wet wt. @ 3 ug/g diet; 18.1 (1.2 SE) @ 10 ug/g diet; 37.1 (1.6 SE) @ 30 ug/g diet; 150.7 (9.9SE) @ 100 ug/g diet,","mean egg yolk concentrations of p,p'-dicofol after 37-42 d on dicofol diet",,5.4,"5.4 (0.3 SE) ug/g wet wt. @ 3 ug/g diet; 18.1 (1.2 SE) @ 10 ug/g diet; 37.1 (1.6 SE) @ 30 ug/g diet; 150.7 (9.9SE) @ 100 ug/g diet,",,,Other,quantitative,false,true,false,true,false,toxicity
9148,,DDT (Technical Grade Mixture),increase @ 200 ppm,,,Female,Adult,18/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increase @ 200 ppm,,,200,increase @ 200 ppm,ppm,mg/L,,quantitative,false,true,false,true,true,toxicity
9149,,PARAQUAT,1.5 lbs AI/acre (slope = 1.66) for exposure of 3d embryo; 2.5 lbs AI/acre (slope = 1.40) for exposure of 8d embryo,LC50,,Not Reported,Embryo,30/dose,,Toxicity Factor Datasets,3 or 8d of development,,,,,Laboratory,Birds,1.5 lbs AI/acre (slope = 1.66) for exposure of 3d embryo; 2.5 lbs AI/acre (slope = 1.40) for exposure of 8d embryo,LC50,,1.5,1.5 lbs AI/acre (slope = 1.66) for exposure of 3d embryo; 2.5 lbs AI/acre (slope = 1.40) for exposure of 8d embryo,,,LC50,quantitative,false,true,false,true,false,toxicity
9150,,PARATHION,100% @ 5mg/L,percent mortality,,Not Reported,Juvenile,4-5/dose,,Toxicity Factor Datasets,2 weeks old,,,,,Laboratory,Birds,100% @ 5mg/L,percent mortality,,100,100% @ 5mg/L,mg/L,mg/L,Mortality,quantitative,false,true,false,true,true,toxicity
9151,,CHLORPYRIFOS,357 ppm,11 day dietary LC50,,Not Reported,Juvenile,10/group,,Toxicity Factor Datasets,14 d,,,,,Laboratory,Birds,357 ppm,11 day dietary LC50,,357,357 ppm,ppm,mg/L,LC50,quantitative,false,true,false,true,true,toxicity
9134,,"PICLORAM, TRICLOPYR",no effect,nesting success in treated plots,,Both Male and Female,Adult,Not Reported,"39.12958, -84.49869",Toxicity Factor Datasets,,,,,,,Birds,no effect,nesting success in treated plots,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9137,,DIELDRIN,0.01 +/- 0.003 ppm (uncontaminated site); 0.22 +/- 0.03 ppm (contaminated site),mean (+/- SE) concentrations in plasma,,Not Reported,Juvenile,6 birds on contaminated sites; 10 birds on uncontaminated sites,"39.12958, -84.49869",Toxicity Factor Datasets,,,,,,,Birds,0.01 +/- 0.003 ppm (uncontaminated site); 0.22 +/- 0.03 ppm (contaminated site),mean (+/- SE) concentrations in plasma,,0.01,0.01 +/- 0.003 ppm (uncontaminated site); 0.22 +/- 0.03 ppm (contaminated site),ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9138,,DIELDRIN,"increased at 1, 2, 4, 8 mg/kg/d",rate of mortality compared with controls,,Not Reported,Juvenile,10-11/dose,"32.72195, -117.17225",Toxicity Factor Datasets,1 day post-hatch (begin),,,,,Laboratory,Birds,"increased at 1, 2, 4, 8 mg/kg/d",rate of mortality compared with controls,,1,"increased at 1, 2, 4, 8 mg/kg/d",mg/kg,mg/kg,Mortality,mixed,false,false,false,true,true,toxicity
9116,,"DDE (4,4'-)",no correlation with DDE residues in eggs,eggshell thickness,,Female,Adult,12 eggs,"-0.54187, 166.91714",Toxicity Factor Datasets,,,,,,,Birds,no correlation with DDE residues in eggs,eggshell thickness,,,no correlation with DDE residues in eggs,,,Other,text,false,false,false,false,false,toxicity
9131,,"ACEPHATE, CARBARYL, DIAZINON",no effect,brain cholinesterase activity,,Both Male and Female,Nestling,37 nests,"44.26929, -88.41083",Toxicity Factor Datasets,,,,,,,Birds,no effect,brain cholinesterase activity,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9153,,DIAZINON,"9.7 (day 3), 11.1 (day 8) lb/acre","LC50, exposed on day 3 or 8 of incubation",,Not Reported,Embryo,30/group,,Toxicity Factor Datasets,Day 3 or 8 of incubation,,,,,Laboratory,Birds,"9.7 (day 3), 11.1 (day 8) lb/acre","LC50, exposed on day 3 or 8 of incubation",,9.7,"9.7 (day 3), 11.1 (day 8) lb/acre",,,LC50,quantitative,false,true,false,true,false,toxicity
9154,,LEPTOPHOS,4/5 @ 260 ppm,incidence of CNS lesions,,Both Male and Female,Juvenile,3-5/group,,Toxicity Factor Datasets,14 d,,,,,Laboratory,Birds,4/5 @ 260 ppm,incidence of CNS lesions,,4,4/5 @ 260 ppm,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9155,,CRUDE OILS,56% increase,hepatic cytochrome P450 content,,Not Reported,Adult,5/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,56% increase,hepatic cytochrome P450 content,,56,56% increase,%,percent,Other,quantitative,false,true,false,true,true,toxicity
9156,,"DDE (4,4'-)",373  (95% CL; 152-574) ppm lipid basis @ 40 ppm diet,DDE residue concentrations in eggs,,Female,Adult,12,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,373  (95% CL; 152-574) ppm lipid basis @ 40 ppm diet,DDE residue concentrations in eggs,,373,373  (95% CL; 152-574) ppm lipid basis @ 40 ppm diet,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9157,,CRUDE OILS,increase @ 0.25 - 5.0%,"plasma alanine aminotransferase activity, from liver",,Both Male and Female,Juvenile,10/dose,,Toxicity Factor Datasets,0-8 wks post-hatch,,,,,Laboratory,Birds,increase @ 0.25 - 5.0%,"plasma alanine aminotransferase activity, from liver",,0.25,increase @ 0.25 - 5.0%,%,percent,Other,quantitative,false,true,false,true,true,toxicity
9159,,CYANIDE,no effect,ATP levels in heart versus controls,,Female,Adult,5/treatment,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,ATP levels in heart versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9160,,LEAD (elemental),"increased with lead shot (egg contents: 0.50 +/-0.06; egg shell: 2.80 +/-0.25 ppm, wet wt) and lead-iron shot (egg shell: 1.42 +/-0.26 ppm, wet wt)",lead in egg contents and shell (mean +/- SE) versus controls,,Female,Adult,control=10 eggs; treatment=20 eggs,,Toxicity Factor Datasets,6 mos,,,,,Laboratory,Birds,"increased with lead shot (egg contents: 0.50 +/-0.06; egg shell: 2.80 +/-0.25 ppm, wet wt) and lead-iron shot (egg shell: 1.42 +/-0.26 ppm, wet wt)",lead in egg contents and shell (mean +/- SE) versus controls,,0.5,"increased with lead shot (egg contents: 0.50 +/-0.06; egg shell: 2.80 +/-0.25 ppm, wet wt) and lead-iron shot (egg shell: 1.42 +/-0.26 ppm, wet wt)",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9161,,LEAD (elemental),"increased with Pb/corn+Ca (50%), and Pb/corn only (100%)",% mortality versus controls,,Both Male and Female,Adult,treatment = 10/group
control = 5,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"increased with Pb/corn+Ca (50%), and Pb/corn only (100%)",% mortality versus controls,,50,"increased with Pb/corn+Ca (50%), and Pb/corn only (100%)",%,percent,Mortality,mixed,false,false,false,true,true,toxicity
9163,,"ARSENATE, SODIUM, SELENOMETHIONINE",increased (100%) @ 60 ppm Se and (53%) @ 200 ppm As,incidence of mortality versus controls,,Not Reported,Juvenile,15 birds/group,,Toxicity Factor Datasets,1 d,,,,,Laboratory,Birds,increased (100%) @ 60 ppm Se and (53%) @ 200 ppm As,incidence of mortality versus controls,,100,increased (100%) @ 60 ppm Se and (53%) @ 200 ppm As,ppm,mg/L,Mortality,mixed,false,false,false,true,true,toxicity
9164,,ALUMINUM SULFATE,increased in LL diets,incidence of clinical signs (LL vs. LH vs. NN diets),,Not Reported,Juvenile,12-14/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,increased in LL diets,incidence of clinical signs (LL vs. LH vs. NN diets),,,increased in LL diets,,,Other,qualitative,false,false,true,false,false,toxicity
9165,,CADMIUM CHLORIDE,no effect,mortality versus controls,,Both Male and Female,Adult,20 pairs/group,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,no effect,mortality versus controls,,,no effect,,,Mortality,qualitative,false,false,true,false,false,toxicity
9166,,METHYLMERCURY DICYANDIAMIDE,"decreased @ 0.5, 3 ppm",duration of egg production compared to controls,,Female,Adult,"10 females, 3 males/dose",,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"decreased @ 0.5, 3 ppm",duration of egg production compared to controls,,0.5,"decreased @ 0.5, 3 ppm",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9167,,"SELENIUM COMPOUNDS, SELENOMETHIONINE","11-12 (@ 15 ppm as Se-met or wheat), 6.2 (@ 15 ppm as yeast), 19-20 (@ 30 ppm as Se-met or wheat), 9.9 (@ 30 ppm as yeast) ppm, wet wt",mean concentrations of Se in livers,,Not Reported,Juvenile,25 birds/group,,Toxicity Factor Datasets,1 day,,,,,Laboratory,Birds,"11-12 (@ 15 ppm as Se-met or wheat), 6.2 (@ 15 ppm as yeast), 19-20 (@ 30 ppm as Se-met or wheat), 9.9 (@ 30 ppm as yeast) ppm, wet wt",mean concentrations of Se in livers,,11,"11-12 (@ 15 ppm as Se-met or wheat), 6.2 (@ 15 ppm as yeast), 19-20 (@ 30 ppm as Se-met or wheat), 9.9 (@ 30 ppm as yeast) ppm, wet wt",ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9168,,SELENOMETHIONINE,"decreased @ 8, 16 ppm",hatchability compared to controls,,Not Reported,Juvenile,5-11 pairs/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"decreased @ 8, 16 ppm",hatchability compared to controls,,8,"decreased @ 8, 16 ppm",ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9169,,SELENOMETHIONINE,increased @ 32 ppm,plasma alkaline phosphatase activity and total protein levels versus controls,,Male,Adult,10 birds/group,,Toxicity Factor Datasets,2 yr,,,,,Laboratory,Birds,increased @ 32 ppm,plasma alkaline phosphatase activity and total protein levels versus controls,,32,increased @ 32 ppm,ppm,mg/L,Other,mixed,false,false,false,true,true,toxicity
9170,,MONOCROTOPHOS,"5.86 (4.70-7.29), 7.21 (5.79-8.98), 5.10 (4.44-5.86), 3.36 (2.77-4.09)","LD50's determined at ages 36 hr, 7 d, 30 d, and 6 mos, respectively (95% CI in parenth.)",,Both Male and Female,Juvenile,5,,Toxicity Factor Datasets,"36 hr, 7 d, 30 d, or 6 mos",,,,,Laboratory,Birds,"5.86 (4.70-7.29), 7.21 (5.79-8.98), 5.10 (4.44-5.86), 3.36 (2.77-4.09)","LD50's determined at ages 36 hr, 7 d, 30 d, and 6 mos, respectively (95% CI in parenth.)",,5.86,"5.86 (4.70-7.29), 7.21 (5.79-8.98), 5.10 (4.44-5.86), 3.36 (2.77-4.09)",,,Other,quantitative,false,true,false,true,false,toxicity
9171,,METHYLMERCURY DICYANDIAMIDE,no effect,body weight versus controls,,Both Male and Female,Adult,14 pairs/group,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,no effect,body weight versus controls,,,no effect,,,Other,qualitative,false,false,true,false,false,toxicity
9172,,PENTACHLOROPHENOL,decrease @ 961 ug/g,"total body weight, compared to control; reported as the LOAEL for the study",,Not Reported,Juvenile,6/dose,,Toxicity Factor Datasets,4 d,,,,,Laboratory,Birds,decrease @ 961 ug/g,"total body weight, compared to control; reported as the LOAEL for the study",,961,decrease @ 961 ug/g,,,Other,quantitative,false,true,false,true,false,toxicity
9173,,"DDE (4,4'-)",25% decrease @ 40 mg/kg,"calcium content of secreted fluid in the shell gland, compared to control",,Female,Adult,5/dose,,Toxicity Factor Datasets,1 yr,,,,,Laboratory,Birds,25% decrease @ 40 mg/kg,"calcium content of secreted fluid in the shell gland, compared to control",,25,25% decrease @ 40 mg/kg,mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9174,,BORIC ACID,decrease @ 1600 ppm,"hematocrit and hemoglobin concentration, compared to controls",,Both Male and Female,Juvenile,10 animals/pen; 3 pens/dose,,Toxicity Factor Datasets,1 d,,,,,Laboratory,Birds,decrease @ 1600 ppm,"hematocrit and hemoglobin concentration, compared to controls",,1600,decrease @ 1600 ppm,ppm,mg/L,Other,quantitative,false,true,false,true,true,toxicity
9175,,FUEL OILS,"decrease @ 4.0, 7.0, 12.0 ml/kg/d",mean spleen index (spleen wt./body wt.),,Male,Adult,4-5/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,"decrease @ 4.0, 7.0, 12.0 ml/kg/d",mean spleen index (spleen wt./body wt.),,4,"decrease @ 4.0, 7.0, 12.0 ml/kg/d",,,Other,quantitative,false,true,false,true,false,toxicity
9176,,CRUDE OILS,decrease,"egg hatchability (# eggs hatching/# fertile eggs), compared to controls",,Female,Adult,20 hens/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,decrease,"egg hatchability (# eggs hatching/# fertile eggs), compared to controls",,,decrease,,,Other,text,false,false,false,false,false,toxicity
9177,,PHOSPHORUS (YELLOW OR WHITE),3.90 mg/kg bw (3.24-4.69 95% CI),24 hour median lethal dose,,Female,Adult,4-5 birds/dose,,Toxicity Factor Datasets,,,,,,Laboratory,Birds,3.90 mg/kg bw (3.24-4.69 95% CI),24 hour median lethal dose,,3.9,3.90 mg/kg bw (3.24-4.69 95% CI),mg/kg,mg/kg,Other,quantitative,false,true,false,true,true,toxicity
9178,,AROCLOR 1254,"decreased @ 20, 100, 250, 500 mg/kg bw",plasma triiodothyronine concentrations versus controls,,Male,Adult,6-12/dose,,Toxicity Factor Datasets,1-2 yr,,,,,Laboratory,Birds,"decreased @ 20, 100, 250, 500 mg/kg bw",plasma triiodothyronine concentrations versus controls,,20,"decreased @ 20, 100, 250, 500 mg/kg bw",mg/kg,mg/kg,Other,mixed,false,false,false,true,true,toxicity
